2017-06-14 20:05:34, 14, 2123
2017-06-14 20:14:00, 31, 2123
2017-06-14 20:14:00, 13, 2123
2017-06-14 20:14:00, 13, 2123
2017-06-14 20:14:00, 2, 2123
2017-06-14 20:14:00, 7, 2123
2017-06-14 20:14:00, -5, 2123
2017-06-14 20:14:00, 2, 2123
2017-06-14 20:14:00, 1, 2123
2017-06-14 20:14:00, 17, 2123
2017-06-14 20:14:00, 5, 2123
2017-06-14 20:30:34, 7, 2123
2017-06-14 20:30:34, 3, 2123
2017-06-14 20:30:34, 4, 2123
2017-06-14 20:30:34, 5, 2123
2017-06-14 20:30:34, 14, 2123
2017-06-14 20:30:34, 3, 2123
2017-06-14 20:30:34, 9, 2123
2017-06-14 20:30:34, 12, 2123
2017-06-14 20:30:34, 20, 2123
2017-06-14 20:30:34, 1, 2123
2017-06-14 20:35:10, 0, 311
2017-06-14 20:35:10, 2, 311
2017-06-14 20:35:10, 3, 311
2017-06-14 20:35:10, 0, 311
2017-06-14 20:35:10, -1, 311
2017-06-14 20:35:10, -3, 311
2017-06-14 20:35:10, -2, 311
2017-06-14 20:35:10, 1, 311
2017-06-14 20:35:10, 2, 311
2017-06-14 20:35:10, 1, 311
2017-06-14 20:42:00, 0, 311
2017-06-14 20:42:00, 1, 311
2017-06-14 20:42:00, 5, 311
2017-06-14 20:42:00, 1, 311
2017-06-14 20:42:00, 1, 311
2017-06-14 20:42:00, -4, 311
2017-06-14 20:42:00, -1, 311
2017-06-14 20:42:00, 1, 311
2017-06-14 20:42:00, 1, 311
2017-06-14 20:42:00, -10, 311
2017-06-14 20:42:31, 0, 311
2017-06-14 20:42:31, 0, 311
2017-06-14 20:42:31, -1, 311
2017-06-14 20:42:31, 1, 311
2017-06-14 20:42:31, -4, 311
2017-06-14 20:42:31, -1, 311
2017-06-14 20:42:31, 1, 311
2017-06-14 20:42:31, 1, 311
2017-06-14 20:42:31, 4, 311
2017-06-14 20:44:25, 0, 311
2017-06-14 20:44:25, 0, 311
2017-06-14 20:44:25, -4, 311
2017-06-14 20:44:25, 0, 311
2017-06-14 20:44:25, 2, 311
2017-06-14 20:44:25, 3, 311
2017-06-14 20:44:25, -3, 311
2017-06-14 20:44:25, -2, 311
2017-06-14 20:44:25, 1, 311
2017-06-14 20:44:25, -1, 311
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:48:21, 0, 9
2017-06-14 20:50:13, 0, 9
2017-06-14 20:55:31, 14, 2123
2017-06-14 20:55:31, 23, 2123
2017-06-14 20:55:31, 6, 2123
2017-06-14 20:55:31, 12, 2123
2017-06-14 20:55:32, 8, 2123
2017-06-14 20:55:32, -15, 2123
2017-06-14 20:55:32, 10, 2123
2017-06-14 20:55:32, 17, 2123
2017-06-14 20:55:32, 15, 2123
2017-06-14 20:55:32, 18, 2123
2017-06-14 20:55:32, 7, 2123
2017-06-14 20:55:32, 8, 2123
2017-06-14 20:55:43, 19, 2123
2017-06-14 20:55:59, -12, 2123
2017-06-14 20:55:59, 2, 2123
2017-06-14 20:55:59, 18, 2123
2017-06-14 20:55:59, -10, 2123
2017-06-14 20:55:59, -16, 2123
2017-06-14 20:55:59, 5, 2123
2017-06-14 20:55:59, -16, 2123
2017-06-14 20:55:59, 10, 2123
2017-06-14 20:55:59, -20, 2123
2017-06-14 20:55:59, -5, 2123
2017-06-14 20:55:59, 4, 2123
2017-06-14 20:55:59, 14, 2123
2017-06-14 20:56:03, 7, 2123
